Rent,FloorSpace,YearBuilt,Bath,CentralHeating,HotWater,TiledBath,WindowType,KitchenType,LeaseDuration,AgeCategory,FloorSpaceCategory,NetRentPerSqm,Rooms,AddressType,ResidenceType
458.12,60,1896,0,0,0,0,1,0,2,1,2,7.635333,2,2,2
795.63,61,1957,0,1,0,1,0,0,11,3,2,13.043115,3,2,2
1206.27,60,1957,0,1,0,1,0,0,2,3,2,20.1045,3,2,2
1132.36,88,1957,0,1,0,1,0,0,21,3,3,12.867727,4,2,2
650,44,1957,0,1,0,0,0,0,3,3,1,14.772727,2,2,2
544.29,44,1957,0,1,0,1,0,1,3,3,1,12.370227,2,2,2
507.06,27,1957,0,1,0,1,1,0,2,3,1,18.78,1,2,2
576.34,23,1957,0,1,0,1,1,0,3,3,1,25.058261,1,2,2
929.52,75,1933,0,1,0,1,0,0,8,2,2,12.3936,3,2,2
633.19,103,1957,0,0,0,0,0,0,21,3,3,6.147476,4,2,2
539.06,106,1957,0,1,0,0,0,0,34,3,3,5.085472,3,2,2
444.02,98,1893,0,0,1,0,0,0,25,1,3,4.530816,4,2,1
758.71,42,1893,0,1,0,1,0,0,0,1,1,18.064524,1,2,1
364.17,95,1893,0,0,1,0,1,0,25,1,3,3.833368,3,2,1
825.78,73,1893,0,1,0,0,0,0,2,1,2,11.312055,3,2,1
837.9,35,1860,0,1,0,1,0,0,3,1,1,23.94,2,2,2
845.88,24,1893,0,1,0,1,0,0,5,1,1,35.245,1,2,2
987.1,58,1980,0,1,0,1,1,0,4,5,2,17.018966,2,2,2
1274.05,60,1980,0,1,0,1,1,0,1,5,2,21.234167,2,2,2
1123.78,70,1893,0,1,0,1,0,0,5,1,2,16.054,2,2,1
1026.86,86,1893,0,1,0,1,0,0,3,1,3,11.940233,2,2,1
1330.66,88,1985,0,1,0,1,0,0,6,6,3,15.121136,3,2,1
172,39,1957,0,0,1,0,0,0,16,3,1,4.410256,1,2,1
515.95,59,1957,0,0,0,0,1,0,10,3,2,8.744915,2,2,1
426.91,50,1957,0,0,1,0,0,0,40,3,1,8.5382,2,2,1
284.72,66,1893,0,0,1,0,0,0,22,1,2,4.313939,3,2,2
613.34,35,1967,0,1,0,1,0,0,6,4,1,17.524,1,2,2
817.18,58,1957,0,1,0,0,0,0,16,3,2,14.08931,2,2,1
999.48,75,1957,0,1,0,0,0,1,19,3,2,13.3264,2,3,3
618.58,54,1971,0,1,0,1,0,0,19,4,2,11.455185,2,2,2
413,20,1957,0,1,0,0,0,0,0,3,1,20.65,1,2,2
598.69,48,1933,0,1,0,1,0,0,1,2,1,12.472708,2,2,1
972.48,63,1957,0,1,0,0,0,0,2,3,2,15.43619,3,2,2
747.32,72,1893,0,1,0,1,0,0,3,1,2,10.379444,3,2,3
346.61,130,1893,0,1,0,1,0,0,3,1,3,2.666231,5,2,3
490.13,110,1893,0,1,0,1,0,0,3,1,3,4.455727,5,2,3
787.31,73,1957,0,1,0,1,0,0,2,3,2,10.785068,3,2,3
556.25,58,1919,0,1,0,1,0,0,2,2,2,9.590517,2,2,3
1658.94,146,1893,0,1,0,0,0,0,8,1,3,11.362603,6,2,3
1641.85,145,1893,0,1,0,1,0,0,8,1,3,11.323103,5,2,3
1545.48,85,1893,0,1,0,1,0,0,5,1,3,18.182118,4,2,3
1229.64,92,1893,0,1,0,1,0,0,3,1,3,13.365652,3,2,3
1378.82,90,1893,0,1,0,1,0,0,3,1,3,15.320222,3,2,3
586.93,30,1957,0,1,0,1,0,1,1,3,1,19.564333,1,2,2
573.55,36,1957,0,1,0,1,0,0,2,3,1,15.931944,1,2,2
985.33,53,1957,0,1,0,1,0,0,3,3,2,18.591132,3,2,2
735.82,98,1957,0,1,0,1,0,0,3,3,3,7.508367,3,2,2
584.17,45,1957,0,1,0,0,0,0,1,3,1,12.981556,2,2,2
821.84,50,1957,0,0,0,1,0,0,1,3,1,16.4368,2,2,2
629.67,70,1919,0,0,0,1,0,0,2,2,2,8.995286,3,2,2
802.69,36,1957,0,1,0,1,0,1,5,3,1,22.296944,2,2,3
853.94,94,1957,0,1,0,1,0,0,40,3,3,9.084468,3,2,2
1040.02,100,1919,0,1,0,1,0,0,9,2,3,10.4002,3,2,2
516.41,89,1893,0,0,0,0,1,0,20,1,3,5.80236,3,2,2
393.6,80,1893,0,0,1,0,0,0,22,1,2,4.92,3,2,1
1091.1,120,1800,0,0,0,0,0,0,8,1,3,9.0925,6,2,2
586.19,34,1957,0,1,0,0,0,0,21,3,1,17.240882,1,2,2
584.7,34,1962,0,1,0,1,0,0,1,3,1,17.197059,1,2,2
1546.44,138,1933,0,1,0,1,0,0,0,2,3,11.206087,4,2,3
1393.51,160,1933,0,1,0,1,0,0,25,2,3,8.709438,5,2,3
900,74,1957,0,1,0,1,0,0,30,3,2,12.162162,3,2,3
1030.45,74,1957,0,1,0,1,0,0,36,3,2,13.925,3,2,3
1314.5,90,1893,0,0,0,1,1,0,0,1,3,14.605556,2,2,3
632.89,55,1893,0,0,0,1,0,0,8,1,2,11.507091,2,2,3
2764.53,120,1933,0,1,0,1,0,0,2,2,3,23.03775,4,2,3
506.38,56,1957,0,1,0,0,0,0,35,3,2,9.0425,2,2,3
602.25,55,1957,0,1,0,0,0,0,14,3,2,10.95,2,2,3
356,33,1957,0,1,0,0,0,0,35,3,1,10.787879,1,2,3
754.79,80,1957,0,1,0,0,0,0,15,3,2,9.434875,3,2,3
835,70,1971,0,1,0,1,0,0,18,4,2,11.928571,3,2,3
1004.63,60,1971,0,1,0,1,0,1,8,4,2,16.743833,2,2,3
639.39,76,1939,0,1,0,0,0,0,4,2,2,8.413026,3,2,3
1115.92,60,1933,0,1,0,1,0,0,2,2,2,18.598667,3,2,3
1566.15,74,1933,0,1,0,1,0,0,2,2,2,21.164189,3,2,3
232.04,57,1933,0,1,0,1,0,0,15,2,2,4.070877,2,2,3
223.68,42,1957,0,1,0,0,0,0,44,3,1,5.325714,2,2,3
1229,93,1985,0,1,0,1,0,1,7,6,3,13.215054,3,2,1
596.17,48,1933,0,1,0,1,0,0,1,2,1,12.420208,2,2,3
2266.88,130,1933,0,1,0,0,0,0,17,2,3,17.437538,4,2,3
351.36,54,1987,0,1,0,0,0,1,3,6,2,6.506667,2,2,3
776,59,1957,0,1,0,0,0,0,34,3,2,13.152542,2,2,3
721.26,80,1893,0,1,0,0,0,0,43,1,2,9.01575,3,2,3
1091.2,114,1893,0,1,0,1,0,1,24,1,3,9.57193,4,2,3
1090.95,63,1957,0,1,0,0,0,0,18,3,2,17.316667,2,2,3
601.02,53,1957,0,1,0,1,0,0,6,3,2,11.34,2,2,2
592.69,45,1957,0,1,0,1,0,0,12,3,1,13.170889,2,2,2
892,45,1971,0,1,0,1,0,0,1,4,1,19.822222,2,2,2
900,33,1985,0,1,0,1,0,0,4,6,1,27.272727,1,2,3
437.5,34,1896,0,1,0,0,0,0,3,1,1,12.867647,1,2,2
800,70,1929,0,1,0,1,0,0,6,2,2,11.428571,3,2,2
973.84,112,1957,0,1,0,0,0,0,8,3,3,8.695,4,2,3
1245.15,87,1980,0,1,0,1,0,0,11,5,3,14.312069,3,2,3
1165.25,92,1957,0,1,0,1,0,0,3,3,3,12.665761,4,2,2
398,67,1957,0,1,0,0,0,0,30,3,2,5.940299,3,2,2
364.36,67,1957,0,1,0,0,0,0,30,3,2,5.438209,3,2,2
820.58,60,1959,0,1,0,1,0,0,7,3,2,13.676333,2,2,2
687.6,74,1933,0,1,0,1,0,0,17,2,2,9.291892,3,2,2
543.91,62,1957,0,1,0,1,0,0,27,3,2,8.772742,2,2,2
985,60,1973,0,1,0,1,0,1,2,4,2,16.416667,2,2,2
771.07,56,1980,0,1,0,1,0,0,3,5,2,13.769107,2,2,2
870.24,56,1980,0,1,0,1,0,0,3,5,2,15.54,2,2,2
960,58,1957,0,1,0,0,0,0,1,3,2,16.551724,2,2,2
990,52,1966,0,1,0,0,0,0,0,4,2,19.038462,2,2,2
355,49,1980,0,1,0,1,0,0,1,5,1,7.244898,2,1,1
980,77,1980,0,1,0,1,0,0,5,5,2,12.727273,4,1,1
573,67,1980,0,1,0,1,0,0,6,5,2,8.552239,3,1,1
599.82,67,1980,0,1,0,1,0,0,5,5,2,8.952537,3,1,1
485.89,78,1980,0,1,0,1,0,0,6,5,2,6.229359,3,1,1
505,65,1980,0,1,0,1,1,0,1,5,2,7.769231,3,1,1
130.7,49,1957,0,1,0,1,1,0,2,3,1,2.667347,2,2,1
778,75,1985,0,1,0,1,0,0,3,6,2,10.373333,3,1,1
1241,110,1971,0,1,0,1,0,0,2,4,3,11.281818,5,2,1
353.59,35,1985,0,1,0,1,0,0,3,6,1,10.102571,2,1,1
240,68,1957,0,1,0,1,1,0,3,3,2,3.529412,3,2,1
240,65,1957,0,1,0,1,1,0,1,3,2,3.692308,3,2,1
635.84,84,1980,0,1,0,1,0,0,2,5,3,7.569524,4,1,1
642.27,83,1980,0,1,0,1,0,0,2,5,3,7.738193,4,1,1
660.56,83,1980,0,1,0,1,0,0,2,5,3,7.958554,4,1,1
1574.12,98,1933,0,1,0,1,0,0,6,2,3,16.062449,4,2,2
1187.23,65,1980,0,1,0,1,0,0,4,5,2,18.265077,3,2,2
387.9,67,1971,0,1,0,1,0,0,10,4,2,5.789552,3,2,2
1125.55,83,1971,0,1,0,1,0,0,7,4,3,13.560843,3,2,2
518.42,85,1971,0,1,0,1,0,0,4,4,3,6.099059,3,2,2
417.8,26,1961,0,1,0,0,0,0,1,3,1,16.069231,1,2,2
464.3,60,1893,0,0,0,0,0,0,9,1,2,7.738333,2,2,2
1401.35,55,1971,0,1,0,0,0,0,1,4,2,25.479091,2,2,2
607.48,50,1880,0,1,0,0,0,0,4,1,1,12.1496,1,2,2
541.65,63,1957,0,0,0,0,0,0,34,3,2,8.597619,2,2,2
372.42,59,1957,0,0,0,0,0,0,34,3,2,6.312203,3,2,2
556.88,87,1964,0,1,0,0,0,0,7,3,3,6.40092,4,2,2
713.7,87,1957,0,1,0,0,0,0,29,3,3,8.203448,4,2,2
473.99,73,1971,0,1,0,0,0,0,25,4,2,6.493014,3,2,2
933.58,72,1971,0,1,0,0,0,0,2,4,2,12.966389,3,2,2
308.76,57,1957,0,0,0,0,0,0,36,3,2,5.416842,2,2,2
698,60,1957,0,0,0,0,0,0,20,3,2,11.633333,2,2,2
371.5,59,1957,0,0,0,0,0,0,36,3,2,6.29661,2,2,2
581.4,60,1893,0,0,0,0,0,0,54,1,2,9.69,2,2,2
332.56,34,1893,0,0,0,0,0,0,6,1,1,9.781176,2,2,2
614.3,70,1893,0,0,0,0,1,0,21,1,2,8.775714,2,2,2
1291.32,120,1957,0,1,0,0,0,0,5,3,3,10.761,2,2,3
494.2,30,1971,0,1,0,0,0,0,10,4,1,16.473333,1,2,3
745.72,44,1933,0,1,0,1,0,0,2,2,1,16.948182,1,2,3
989.24,73,1957,0,1,0,0,0,0,19,3,2,13.551233,3,2,2
1298.97,90,1980,0,1,0,1,0,1,2,5,3,14.433,2,2,2
1436,98,1980,0,1,0,1,0,1,1,5,3,14.653061,3,2,2
1294.3,54,1991,0,1,0,1,0,1,1,6,2,23.968519,2,2,2
512.06,53,1933,0,0,0,0,1,0,1,2,2,9.661509,2,2,2
482.47,52,1957,0,0,0,0,0,0,3,3,2,9.278269,2,2,2
567.59,94,1893,0,1,0,1,0,0,1,1,3,6.038191,4,2,2
585.78,32,1971,0,0,0,1,0,0,2,4,1,18.305625,1,2,2
426,35,1957,0,1,0,1,0,0,3,3,1,12.171429,1,2,2
660.32,65,1957,0,0,0,0,0,0,4,3,2,10.158769,3,2,2
870.22,59,1933,0,1,0,0,0,0,1,2,2,14.749492,2,2,2
413.31,29,1971,0,1,0,0,0,0,4,4,1,14.252069,1,2,2
589.36,66,1957,0,1,0,1,0,0,29,3,2,8.929697,3,2,2
733.14,87,1957,0,1,0,1,0,0,21,3,3,8.426897,4,2,2
246.82,29,1933,0,0,0,0,0,0,0,2,1,8.511034,1,2,2
440,46,1971,0,1,0,1,0,0,26,4,1,9.565217,2,2,2
420,26,1960,0,1,0,0,0,0,2,3,1,16.153846,1,2,2
882.02,62,1933,0,1,0,1,0,0,7,2,2,14.226129,3,2,2
842.76,56,1933,0,1,0,1,0,0,6,2,2,15.049286,2,2,2
776.4,52,1933,0,1,0,1,0,0,11,2,2,14.930769,2,2,2
707.07,45,1957,0,1,0,1,0,1,1,3,1,15.712667,2,2,2
1166.43,64,1957,0,1,0,0,0,0,27,3,2,18.225469,3,2,2
705.14,31,1965,0,1,0,0,0,0,28,3,1,22.746452,1,2,2
665.87,52,1965,0,1,0,0,0,0,1,3,2,12.805192,2,2,2
481.44,64,1933,0,1,0,1,0,0,42,2,2,7.5225,3,2,2
272.99,35,1933,1,0,0,0,0,0,10,2,1,7.799714,2,2,2
1350,79,1933,0,1,0,1,0,0,0,2,2,17.088608,3,2,3
1435.9,85,1957,0,1,0,1,0,0,1,3,3,16.892941,3,2,3
393.27,24,1933,0,1,0,0,0,0,3,2,1,16.38625,1,2,3
1030.46,38,1893,0,1,0,1,0,0,2,1,1,27.117368,2,2,3
634.18,32,1893,0,1,0,1,0,0,0,1,1,19.818125,1,2,3
932.62,89,1957,0,1,0,1,0,0,21,3,3,10.478876,3,2,3
1666.91,98,1893,0,1,0,1,0,0,1,1,3,17.009286,2,2,3
1302.01,90,1933,0,1,0,1,0,0,1,2,3,14.466778,3,2,3
1151.48,118,1933,0,0,0,0,0,0,10,2,3,9.758305,4,2,3
828.23,72,1933,0,1,0,0,0,0,32,2,2,11.503194,2,2,3
779.7,79,1957,0,1,0,1,0,0,30,3,2,9.86962,3,2,3
1095.78,87,1933,0,0,0,1,0,0,22,2,3,12.595172,4,2,3
836.83,67,1933,0,0,0,0,0,0,22,2,2,12.49,2,2,3
214.12,42,1933,1,0,0,0,0,0,30,2,1,5.098095,1,2,3
712.03,40,1933,0,1,0,1,0,0,8,2,1,17.80075,1,2,3
1389.03,79,1933,0,1,0,1,0,0,4,2,2,17.582658,3,2,3
1306.36,79,1933,0,1,0,1,0,0,7,2,2,16.536203,3,2,3
1920,145,1957,0,1,0,1,0,0,31,3,3,13.241379,5,2,3
1380.64,165,1933,0,1,0,1,0,0,6,2,3,8.367515,5,2,3
536.97,67,1893,0,1,0,0,0,0,16,1,2,8.014478,4,2,2
127.06,44,1957,0,0,0,0,1,0,3,3,1,2.887727,2,2,1
206.22,45,1957,0,0,0,0,1,0,2,3,1,4.582667,2,2,1
204.4,44,1957,0,0,0,0,1,0,1,3,1,4.645455,2,2,1
980,86,1989,0,1,0,1,0,0,3,6,3,11.395349,4,2,2
980,86,1989,0,1,0,1,0,0,3,6,3,11.395349,4,2,2
143.4,60,1933,1,0,1,0,0,0,14,2,2,2.39,2,2,2
507.45,75,1957,0,0,0,0,0,0,12,3,2,6.766,3,2,2
843.79,75,1957,0,0,0,0,0,0,9,3,2,11.250533,3,2,2
948.25,76,1933,0,0,0,0,0,0,15,2,2,12.476974,3,2,2
453,24,1971,0,1,0,1,0,0,15,4,1,18.875,1,2,2
560,26,1971,0,1,0,1,0,0,5,4,1,21.538462,1,2,2
1710,85,1989,0,1,0,1,0,0,4,6,3,20.117647,3,2,3
640,35,1971,0,1,0,1,0,1,1,4,1,18.285714,1,2,3
636.44,71,1980,0,1,0,1,0,1,12,5,2,8.963944,2,2,3
751.33,40,1957,0,1,0,1,0,0,0,3,1,18.78325,1,2,3
1346.91,53,1933,0,1,0,1,0,1,0,2,2,25.413396,2,2,2
1390,90,1958,0,0,0,1,0,0,4,3,3,15.444444,3,2,2
1350,111,1933,0,1,0,0,0,0,15,2,3,12.162162,5,2,2
1225,111,1933,0,1,0,0,0,0,4,2,3,11.036036,5,2,2
1162,111,1933,0,1,0,0,0,0,18,2,3,10.468468,5,2,2
456.03,86,1893,0,1,0,0,0,0,10,1,3,5.302674,3,2,2
603.89,32,1971,0,1,0,0,0,0,1,4,1,18.871562,1,2,2
766.58,86,1971,0,1,0,1,0,1,21,4,3,8.913721,3,2,2
1130,45,1933,1,1,0,0,0,0,2,2,1,25.111111,2,2,2
726,38,1912,0,0,0,0,0,0,1,1,1,19.105263,2,2,2
1080.72,72,1968,0,1,0,1,0,0,3,4,2,15.01,3,2,2
336.04,50,1893,1,0,0,0,0,0,1,1,1,6.7208,2,2,2
266.66,46,1893,0,0,0,1,0,0,4,1,1,5.796957,2,2,2
521.07,76,1919,0,1,0,0,0,0,17,2,2,6.856184,3,2,2
701.32,76,1919,0,1,0,0,0,0,3,2,2,9.227895,3,2,2
1220,99,1933,0,1,0,1,0,0,7,2,3,12.323232,4,3,3
1216.25,109,1971,0,1,0,1,0,0,8,4,3,11.158257,5,3,3
1257.16,81,1971,0,1,0,1,0,0,13,4,3,15.520494,3,3,3
1260,63,1991,0,1,0,1,0,0,1,6,2,20,2,3,3
1649,84,1991,0,1,0,1,0,0,1,6,3,19.630952,3,3,3
1650,83,1991,0,1,0,1,0,0,1,6,3,19.879518,3,3,3
779.4,86,1933,0,1,0,1,0,0,9,2,3,9.062791,4,3,3
1307.58,76,1933,0,1,0,1,0,0,1,2,2,17.205,4,3,3
1880,80,1933,0,1,0,1,0,0,1,2,2,23.5,3,3,3
701.55,85,1933,0,1,0,1,0,0,40,2,3,8.253529,4,3,3
539.78,26,1959,0,1,0,1,0,0,2,3,1,20.760769,1,2,2
700,32,1971,0,1,0,1,0,0,1,4,1,21.875,1,2,2
966.58,55,1971,0,1,0,1,0,0,0,4,2,17.574182,2,2,2
360,65,1893,1,0,1,0,0,0,1,1,2,5.538462,3,2,2
569.69,78,1893,1,0,1,0,0,0,3,1,2,7.303718,3,2,2
457.05,63,1957,0,1,0,1,0,0,2,3,2,7.254762,3,2,2
900,45,1971,0,1,0,1,0,0,3,4,1,20,2,2,2
700,72,1893,0,1,0,1,0,0,1,1,2,9.722222,3,2,2
1007.04,72,1961,0,1,0,1,0,0,7,3,2,13.986667,3,2,2
745.13,59,1980,0,1,0,1,0,1,0,5,2,12.629322,2,2,2
990.12,74,1893,0,0,0,1,0,0,3,1,2,13.38,3,2,2
870,77,1960,0,1,0,0,0,0,6,3,2,11.298701,3,2,2
803.97,60,1957,0,1,0,1,0,0,10,3,2,13.3995,2,2,2
714.05,102,1883,0,1,0,0,0,0,3,1,3,7.00049,4,2,2
591.89,138,1893,0,0,0,0,0,0,6,1,3,4.289058,5,2,2
758.61,110,1893,0,0,0,0,0,0,31,1,3,6.896455,4,2,2
781,46,1973,0,1,0,0,0,1,2,4,1,16.978261,2,2,2
800,39,1973,0,1,0,0,0,1,1,4,1,20.512821,1,2,2
808.25,115,1876,0,1,0,0,0,0,19,1,3,7.028261,3,2,2
526.2,58,1919,0,1,0,0,0,0,4,2,2,9.072414,1,2,2
695.73,63,1957,0,1,0,0,1,0,30,3,2,11.043333,4,2,2
663.28,66,1900,0,1,0,0,1,0,33,1,2,10.049697,4,2,2
1625,90,1984,0,1,0,0,0,1,5,6,3,18.055556,3,2,2
1200,110,1893,0,1,0,0,0,0,2,1,3,10.909091,4,2,2
1367.63,73,1933,0,0,1,0,0,0,3,2,2,18.734658,3,2,2
1846.44,94,1893,0,0,0,1,0,1,0,1,3,19.642979,3,2,2
1332,72,1980,0,1,0,1,0,0,12,5,2,18.5,3,2,2
920,62,1980,0,1,0,1,0,0,3,5,2,14.83871,2,2,2
910,64,1980,0,1,0,1,0,0,2,5,2,14.21875,2,2,2
1022,84,1980,0,1,0,1,0,0,5,5,3,12.166667,2,2,2
372.88,54,1893,1,0,1,0,0,0,45,1,2,6.905185,2,2,2
589.8,38,1933,0,1,0,1,0,0,23,2,1,15.521053,2,2,2
1139.62,49,1984,0,1,0,1,0,0,1,6,1,23.257551,2,2,2
1304.57,68,1971,0,1,0,1,0,0,0,4,2,19.184853,2,2,3
928.11,70,1959,0,1,0,1,0,0,3,3,2,13.258714,2,2,1
683.45,75,1893,0,1,0,1,0,0,0,1,2,9.112667,2,2,2
1381.45,75,1893,0,1,0,1,0,0,2,1,2,18.419333,3,2,2
1373.45,75,1893,0,1,0,1,0,0,1,1,2,18.312667,3,2,2
1273.79,75,1893,0,1,0,1,0,0,6,1,2,16.983867,3,2,2
637,60,1893,0,1,0,1,0,0,55,1,2,10.616667,3,2,2
468,46,1893,0,1,0,1,0,0,0,1,1,10.173913,2,2,2
1700.56,85,1893,0,1,0,1,0,0,1,1,3,20.006588,3,2,2
820,92,1893,0,1,0,1,0,0,20,1,3,8.913043,3,2,2
770,74,1893,0,1,0,0,0,0,5,1,2,10.405405,3,2,2
811,105,1893,0,1,0,1,0,0,11,1,3,7.72381,4,2,2
1324,70,1961,0,1,0,1,0,0,1,3,2,18.914286,3,2,2
650,51,1933,0,1,0,1,0,0,32,2,2,12.745098,2,2,2
1141.33,75,1893,0,1,0,0,0,0,0,1,2,15.217733,3,2,2
1000,42,1973,0,1,0,1,0,0,0,4,1,23.809524,2,2,2
1120,90,1933,0,1,0,0,0,0,18,2,3,12.444444,3,2,2
1421.19,90,1933,0,1,0,0,0,0,4,2,3,15.791,3,2,2
1744.2,85,1933,0,1,0,1,0,0,2,2,3,20.52,3,2,2
591.54,86,1954,0,1,0,0,1,0,7,3,3,6.878372,3,2,2
879.78,98,1954,0,1,0,0,0,0,3,3,3,8.977347,4,2,2
2223.32,103,1991,0,1,0,1,0,0,2,6,3,21.585631,3,2,2
1073.44,53,1933,0,1,0,1,0,0,3,2,2,20.253585,2,2,1
1171.08,63,1899,0,1,0,1,0,0,3,1,2,18.588571,2,2,1
563.89,90,1893,0,1,0,0,0,0,24,1,3,6.265444,3,2,1
348.77,38,1980,0,0,0,1,0,1,1,5,1,9.178158,2,2,2
475.49,42,1980,0,0,0,1,0,0,9,5,1,11.32119,2,2,2
1162.33,70,1971,0,1,0,1,0,1,3,4,2,16.604714,3,2,2
1529.34,94,1980,0,1,0,1,0,0,3,5,3,16.269574,3,2,2
670,37,1971,0,1,0,1,0,0,4,4,1,18.108108,1,2,2
725.76,70,1937,0,1,0,1,0,0,17,2,2,10.368,3,2,3
1121.71,92,1895,0,1,0,0,0,0,42,1,3,12.1925,4,2,3
843.17,76,1893,0,1,0,0,0,0,47,1,2,11.094342,3,2,3
456.34,58,1941,0,1,0,1,0,0,4,2,2,7.867931,2,2,1
796.63,40,1971,0,1,0,0,0,0,5,4,1,19.91575,1,2,3
1000.38,70,1971,0,1,0,0,0,0,18,4,2,14.291143,3,2,3
1074.18,65,1971,0,1,0,1,0,0,15,4,2,16.525846,3,2,3
937.6,68,1971,0,1,0,0,0,0,17,4,2,13.788235,3,2,3
603.5,42,1971,0,1,0,0,0,0,10,4,1,14.369048,1,2,3
800.62,51,1957,0,1,0,0,0,0,5,3,2,15.698431,1,2,3
561.75,40,1957,0,1,0,0,0,0,3,3,1,14.04375,2,2,3
2445.22,100,1985,0,1,0,1,0,1,2,6,3,24.4522,4,3,2
980.71,72,1957,0,1,0,1,0,0,5,3,2,13.620972,2,2,3
583.75,57,1971,0,1,0,0,0,0,8,4,2,10.241228,2,2,2
783.6,80,1971,0,1,0,1,0,0,21,4,2,9.795,3,2,3
1294.58,120,1957,0,1,0,1,0,0,13,3,3,10.788167,4,2,2
652.76,48,1957,0,1,0,1,0,0,7,3,1,13.599167,2,2,2
667.25,88,1933,0,0,0,0,0,0,43,2,3,7.582386,3,2,2
1021.58,50,1983,0,1,0,1,0,0,0,5,1,20.4316,2,2,2
970.58,55,1893,0,1,0,1,0,0,64,1,2,17.646909,2,2,3
671.07,37,1900,0,1,0,0,0,0,56,1,1,18.137027,1,2,3
1129.88,60,1900,0,1,0,0,0,0,32,1,2,18.831333,2,2,3
898.35,55,1893,0,1,0,1,0,0,8,1,2,16.333636,2,2,3
637,65,1957,0,1,0,1,0,0,4,3,2,9.8,3,1,1
1282.27,91,1974,0,1,0,1,0,0,3,4,3,14.090879,3,1,1
810.49,75,1957,0,1,0,1,0,0,9,3,2,10.806533,3,2,3
814.65,75,1957,0,1,0,1,0,0,34,3,2,10.862,3,2,3
364.78,49,1964,0,1,0,1,0,0,17,3,1,7.44449,2,2,2
394.49,67,1957,0,1,0,1,0,0,28,3,2,5.88791,3,2,2
704.34,86,1985,0,1,0,0,0,0,3,6,3,8.19,3,2,2
941.65,52,1971,0,1,0,1,0,0,0,4,2,18.108654,2,2,2
950.86,86,1971,0,1,0,1,0,0,2,4,3,11.056512,3,2,2
787.36,79,1957,0,1,0,1,1,0,11,3,2,9.966582,4,2,2
776.88,82,1957,0,1,0,1,1,0,7,3,3,9.474146,4,2,2
900,80,1957,0,1,0,1,1,0,17,3,2,11.25,4,2,2
897.73,70,1971,0,1,0,0,0,0,4,4,2,12.824714,2,2,2
1033.16,76,1957,0,1,0,1,0,1,12,3,2,13.594211,4,2,2
580,58,1971,0,1,0,1,0,0,1,4,2,10,2,2,2
930,96,1971,0,1,0,1,0,0,19,4,3,9.6875,4,2,2
1467.26,65,1980,0,1,0,1,0,0,5,5,2,22.573231,3,2,3
572.11,45,1956,0,1,0,1,0,0,1,3,1,12.713556,2,2,3
659.65,45,1956,0,1,0,1,0,0,1,3,1,14.658889,2,2,3
654.94,40,1957,0,1,0,1,0,0,2,3,1,16.3735,2,2,2
667.78,90,1971,0,1,0,1,0,0,2,4,3,7.419778,4,2,2
454.81,55,1957,1,0,0,0,0,0,23,3,2,8.269273,2,2,2
1209.1,70,1957,0,1,0,1,0,0,1,3,2,17.272857,2,2,2
524.81,58,1969,0,1,0,1,0,0,18,4,2,9.048448,2,2,2
1281.17,76,1971,0,1,0,1,0,0,10,4,2,16.8575,3,3,3
848.65,65,1971,0,1,0,0,0,0,25,4,2,13.056154,2,2,2
2130.22,109,1957,0,1,0,1,0,0,1,3,3,19.543303,5,3,3
708.15,65,1893,0,0,1,0,0,0,2,1,2,10.894615,3,2,1
1502.24,95,1989,0,1,0,1,0,0,4,6,3,15.813053,3,2,2
697.1,65,1989,0,1,0,1,0,0,4,6,2,10.724615,2,2,2
1160.34,96,1971,0,1,0,1,0,0,6,4,3,12.086875,3,2,3
2021.16,95,1969,0,1,0,0,0,0,1,4,3,21.275368,3,2,3
452.52,92,1957,0,1,0,0,0,0,6,3,3,4.918696,3,2,3
1281.4,60,1973,0,1,0,1,0,0,0,4,2,21.356667,3,2,3
644.86,52,1974,0,1,0,1,0,0,0,4,2,12.401154,2,2,3
779.58,23,1974,0,1,0,1,0,1,4,4,1,33.894783,1,2,3
662.76,30,1964,0,1,0,0,0,0,1,3,1,22.092,1,2,3
709.96,50,1969,0,1,0,1,0,0,1,4,1,14.1992,1,2,3
476.56,60,1939,0,1,0,0,0,0,1,2,2,7.942667,2,2,3
